week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_onlyfully,numtotal_additional,numtotal_1additional,numtotal_2nd_additional,numtotal_recent_fullyoradditional,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_onlyfully,proptotal_additional,proptotal_1additional,proptotal_2nd_additional,proptotal_recent_fullyoradditional,num18plus_atleast1dose,num18plus_partially,num18plus_fully,num18plus_onlyfully,num18plus_additional,num18plus_1additional,num18plus_2nd_additional,num18plus_recent_fullyoradditional,prop18plus_atleast1dose,prop18plus_partially,prop18plus_fully,prop18plus_onlyfully,prop18plus_additional,prop18plus_1additional,prop18plus_2nd_additional,prop18plus_recent_fullyoradditional,num5plus_atleast1dose,num5plus_partially,num5plus_fully,num5plus_onlyfully,num5plus_additional,num5plus_1additional,num5plus_2nd_additional,num5plus_recent_fullyoradditional,prop5plus_atleast1dose,prop5plus_partially,prop5plus_fully,prop5plus_onlyfully,prop5plus_additional,prop5plus_1additional,prop5plus_2nd_additional,prop5plus_recent_fullyoradditional,num12plus_atleast1dose,num12plus_partially,num12plus_fully,num12plus_onlyfully,num12plus_additional,num12plus_1additional,num12plus_2nd_additional,num12plus_recent_fullyoradditional,prop12plus_atleast1dose,prop12plus_partially,prop12plus_fully,prop12plus_onlyfully,prop12plus_additional,prop12plus_1additional,prop12plus_2nd_additional,prop12plus_recent_fullyoradditional
2021-07-10,1,Canada,Canada,26130308,9268801,16623178,,,,,,68.3,24.2,43.5,,,,,,24429437,8015257,16204146,,,,,,78.8,25.8,52.2,,,,,,26098908,9256595,16610615,,,,,,71.8,25.5,45.7,,,,,,26088251,9246103,16610472,,,,,,77.9,27.6,49.6,,,,,
2021-07-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,392429,,154100,,,,,,75.4,,29.6,,,,,,362509,,152475,,,,,,83.1,,34.9,,,,,,385521,,153823,,,,,,77.0,,30.7,,,,,,385499,,153823,,,,,,82.4,,32.9,,,,,
2021-07-10,11,Prince Edward Island,Île-du-Prince-Édouard,119738,71445,48293,,,,,,72.9,43.5,29.4,,,,,,111525,63362,48163,,,,,,82.9,47.1,35.8,,,,,,119632,71373,48259,,,,,,76.1,45.4,30.7,,,,,,119632,71373,48259,,,,,,82.3,49.1,33.2,,,,,
2021-07-10,12,Nova Scotia,Nouvelle-Écosse,711307,317857,393450,,,,,,71.7,32.0,39.7,,,,,,670103,279411,390692,,,,,,81.1,33.8,47.3,,,,,,711306,317856,393450,,,,,,74.8,33.4,41.4,,,,,,711306,317856,393450,,,,,,80.4,35.9,44.5,,,,,
2021-07-10,13,New Brunswick,Nouveau-Brunswick,545897,198804,347093,,,,,,69.2,25.2,44.0,,,,,,513762,176146,337616,,,,,,78.6,27.0,51.7,,,,,,545780,198772,347008,,,,,,72.2,26.3,45.9,,,,,,545780,198772,347008,,,,,,77.8,28.3,49.4,,,,,
2021-07-10,24,Quebec,Québec,6095711,2634767,3460944,,,,,,70.8,30.6,40.2,,,,,,5697576,2269672,3427904,,,,,,81.4,32.4,48.9,,,,,,6095711,2634767,3460944,,,,,,74.5,32.2,42.3,,,,,,6095711,2634767,3460944,,,,,,80.9,35.0,45.9,,,,,
2021-07-10,35,Ontario,Ontario,10142704,3283639,6859065,,,,,,68.4,22.1,46.3,,,,,,9496969,2851339,6645630,,,,,,78.6,23.6,55.0,,,,,,10133601,3280800,6852801,,,,,,71.8,23.2,48.6,,,,,,10133601,3280800,6852801,,,,,,77.7,25.2,52.6,,,,,
2021-07-10,46,Manitoba,Manitoba,914318,237861,676457,,,,,,66.1,17.2,48.9,,,,,,855071,202662,652409,,,,,,79.6,18.9,60.7,,,,,,914212,237775,676437,,,,,,70.2,18.3,52.0,,,,,,914212,237775,676437,,,,,,77.7,20.2,57.5,,,,,
2021-07-10,47,Saskatchewan,Saskatchewan,729007,171070,557937,,,,,,61.8,14.5,47.3,,,,,,675261,140425,534836,,,,,,74.4,15.5,58.9,,,,,,728793,170953,557840,,,,,,65.8,15.4,50.4,,,,,,728761,170921,557840,,,,,,73.1,17.1,56.0,,,,,
2021-07-10,48,Alberta,Alberta,2747926,763206,1984720,,,,,,61.9,17.2,44.7,,,,,,2536922,653553,1883369,,,,,,73.1,18.8,54.3,,,,,,2733414,754249,1979165,,,,,,65.3,18.0,47.3,,,,,,2733414,754249,1979165,,,,,,72.1,19.9,52.2,,,,,
2021-07-10,59,British Columbia,Colombie-Britannique,3650613,1579638,2070975,,,,,,70.0,30.3,39.7,,,,,,3435886,1371311,2064575,,,,,,79.2,31.6,47.6,,,,,,3650613,1579638,2070975,,,,,,73.1,31.7,41.5,,,,,,3640088,1569249,2070839,,,,,,78.4,33.8,44.6,,,,,
2021-07-10,60,Yukon,Yukon,31193,2987,28206,,,,,,72.3,6.9,65.4,,,,,,29188,2472,26716,,,,,,83.7,7.1,76.6,,,,,,31062,2952,28110,,,,,,76.0,7.2,68.7,,,,,,31062,2952,28110,,,,,,82.7,7.9,74.9,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,27443,2790,24653,,,,,,63.1,6.4,56.7,,,,,,25100,2136,22964,,,,,,75.6,6.4,69.2,,,,,,27364,2761,24603,,,,,,67.3,6.8,60.5,,,,,,27286,2690,24596,,,,,,74.6,7.4,67.2,,,,,
2021-07-10,62,Nunavut,Nunavut,22022,4737,17285,,,,,,55.9,12.0,43.9,,,,,,19565,2768,16797,,,,,,78.3,11.1,67.2,,,,,,21899,4699,17200,,,,,,62.0,13.3,48.7,,,,,,21899,4699,17200,,,,,,74.4,16.0,58.4,,,,,
2021-07-17,1,Canada,Canada,26430136,7121533,19105400,,,,,,69.1,18.6,50.0,,,,,,24670163,6058285,18436394,,,,,,79.5,19.5,59.4,,,,,,26386372,7107244,19083181,,,,,,72.6,19.5,52.5,,,,,,26375638,7097176,19082536,,,,,,78.8,21.2,57.0,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,397427,,194224,,,,,,76.3,,37.3,,,,,,365088,,189604,,,,,,83.7,,43.5,,,,,,388461,,192514,,,,,,77.5,,38.4,,,,,,388439,,192513,,,,,,83.0,,41.2,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,121902,63201,58701,,,,,,74.2,38.5,35.7,,,,,,113448,55002,58446,,,,,,84.4,40.9,43.5,,,,,,121771,63132,58639,,,,,,77.5,40.2,37.3,,,,,,121771,63132,58639,,,,,,83.7,43.4,40.3,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,724947,239735,485212,,,,,,73.1,24.2,48.9,,,,,,683214,205106,478108,,,,,,82.7,24.8,57.9,,,,,,724945,239733,485212,,,,,,76.3,25.2,51.0,,,,,,724945,239733,485212,,,,,,82.0,27.1,54.9,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,552548,151260,401288,,,,,,70.0,19.2,50.8,,,,,,519700,132796,386904,,,,,,79.5,20.3,59.2,,,,,,552408,151223,401185,,,,,,73.1,20.0,53.1,,,,,,552408,151223,401185,,,,,,78.7,21.5,57.2,,,,,
2021-07-17,24,Quebec,Québec,6147601,2114208,4033393,,,,,,71.4,24.6,46.9,,,,,,5742896,1780595,3962301,,,,,,82.0,25.4,56.6,,,,,,6147366,2113973,4033393,,,,,,75.1,25.8,49.3,,,,,,6147292,2113899,4033393,,,,,,81.6,28.1,53.5,,,,,
2021-07-17,35,Ontario,Ontario,10269103,2421176,7847927,,,,,,69.3,16.3,52.9,,,,,,9601786,2089086,7512700,,,,,,79.5,17.3,62.2,,,,,,10263784,2419291,7844493,,,,,,72.7,17.1,55.6,,,,,,10263784,2419291,7844493,,,,,,78.7,18.6,60.2,,,,,
2021-07-17,46,Manitoba,Manitoba,929567,195231,734336,,,,,,67.2,14.1,53.1,,,,,,867777,167114,700663,,,,,,80.8,15.6,65.2,,,,,,929458,195144,734314,,,,,,71.4,15.0,56.4,,,,,,929458,195144,734314,,,,,,79.0,16.6,62.4,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,736398,140528,595870,,,,,,62.4,11.9,50.5,,,,,,681706,115294,566412,,,,,,75.1,12.7,62.4,,,,,,736181,140415,595766,,,,,,66.5,12.7,53.8,,,,,,736150,140384,595766,,,,,,73.8,14.1,59.8,,,,,
2021-07-17,48,Alberta,Alberta,2779941,540094,2239847,,,,,,62.6,12.2,50.4,,,,,,2550662,457725,2092937,,,,,,73.5,13.2,60.3,,,,,,2751628,528344,2223284,,,,,,65.8,12.6,53.1,,,,,,2751628,528344,2223284,,,,,,72.6,13.9,58.6,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,3689083,1247164,2441919,,,,,,70.7,23.9,46.8,,,,,,3469339,1048683,2420656,,,,,,79.9,24.2,55.8,,,,,,3689083,1247164,2441919,,,,,,73.9,25.0,48.9,,,,,,3678571,1237267,2441304,,,,,,79.2,26.6,52.6,,,,,
2021-07-17,60,Yukon,Yukon,31424,2663,28761,,,,,,72.9,6.2,66.7,,,,,,29399,2268,27131,,,,,,84.3,6.5,77.8,,,,,,31306,2622,28684,,,,,,76.6,6.4,70.2,,,,,,31306,2622,28684,,,,,,83.4,7.0,76.4,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,27701,2569,25132,,,,,,63.7,5.9,57.8,,,,,,25271,1990,23281,,,,,,76.2,6.0,70.2,,,,,,27609,2536,25073,,,,,,67.9,6.2,61.6,,,,,,27514,2470,25044,,,,,,75.2,6.8,68.5,,,,,
2021-07-17,62,Nunavut,Nunavut,22494,3704,18790,,,,,,57.1,9.4,47.7,,,,,,19877,2626,17251,,,,,,79.5,10.5,69.0,,,,,,22372,3667,18705,,,,,,63.3,10.4,52.9,,,,,,22372,3667,18705,,,,,,76.0,12.5,63.6,,,,,
2021-07-24,1,Canada,Canada,26690515,5349791,21175378,,,,,,69.8,14.0,55.4,,,,,,24889560,4512061,20236869,,,,,,80.3,14.5,65.2,,,,,,26645667,5336900,21150432,,,,,,73.3,14.7,58.2,,,,,,26635017,5328597,21148106,,,,,,79.5,15.9,63.2,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,399946,,234600,,,,,,76.8,,45.1,,,,,,367406,,226776,,,,,,84.2,,52.0,,,,,,391124,,232789,,,,,,78.1,,46.5,,,,,,391102,,232788,,,,,,83.6,,49.8,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,123220,53567,69653,,,,,,75.0,32.6,42.4,,,,,,114575,45566,69009,,,,,,85.2,33.9,51.3,,,,,,123085,53507,69578,,,,,,78.3,34.0,44.3,,,,,,123085,53507,69578,,,,,,84.6,36.8,47.8,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,728671,172169,556502,,,,,,73.5,17.4,56.1,,,,,,686856,150071,536785,,,,,,83.1,18.2,65.0,,,,,,728664,172166,556498,,,,,,76.7,18.1,58.5,,,,,,728664,172166,556498,,,,,,82.4,19.5,62.9,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,559661,114992,444669,,,,,,70.9,14.6,56.3,,,,,,525636,101962,423674,,,,,,80.4,15.6,64.8,,,,,,559527,114958,444569,,,,,,74.0,15.2,58.8,,,,,,559527,114958,444569,,,,,,79.7,16.4,63.3,,,,,
2021-07-24,24,Quebec,Québec,6199112,1603528,4595584,,,,,,72.0,18.6,53.4,,,,,,5788949,1326931,4462018,,,,,,82.7,18.9,63.7,,,,,,6198918,1603334,4595584,,,,,,75.8,19.6,56.2,,,,,,6198844,1603260,4595584,,,,,,82.3,21.3,61.0,,,,,
2021-07-24,35,Ontario,Ontario,10383281,1811180,8572101,,,,,,70.0,12.2,57.8,,,,,,9694502,1558382,8136120,,,,,,80.3,12.9,67.4,,,,,,10377964,1809485,8568479,,,,,,73.5,12.8,60.7,,,,,,10377964,1809485,8568479,,,,,,79.6,13.9,65.7,,,,,
2021-07-24,46,Manitoba,Manitoba,943121,157256,785865,,,,,,68.2,11.4,56.8,,,,,,878814,135167,743647,,,,,,81.8,12.6,69.2,,,,,,943014,157172,785842,,,,,,72.5,12.1,60.4,,,,,,943014,157172,785842,,,,,,80.2,13.4,66.8,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,743521,117805,625716,,,,,,63.0,10.0,53.0,,,,,,687708,97599,590109,,,,,,75.8,10.8,65.0,,,,,,743301,117700,625601,,,,,,67.1,10.6,56.5,,,,,,743270,117669,625601,,,,,,74.6,11.8,62.8,,,,,
2021-07-24,48,Alberta,Alberta,2803897,422693,2381204,,,,,,63.1,9.5,53.6,,,,,,2570019,361212,2208807,,,,,,74.1,10.4,63.7,,,,,,2774343,412091,2362252,,,,,,66.3,9.8,56.5,,,,,,2774343,412091,2362252,,,,,,73.2,10.9,62.3,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,3723811,888507,2835304,,,,,,71.4,17.0,54.4,,,,,,3500036,728813,2771223,,,,,,80.6,16.8,63.8,,,,,,3723811,888507,2835304,,,,,,74.6,17.8,56.8,,,,,,3713389,880357,2833032,,,,,,79.9,19.0,61.0,,,,,
2021-07-24,60,Yukon,Yukon,31638,2377,29261,,,,,,73.4,5.5,67.9,,,,,,29572,2033,27539,,,,,,84.8,5.8,79.0,,,,,,31502,2333,29169,,,,,,77.0,5.7,71.3,,,,,,31502,2333,29169,,,,,,83.9,6.2,77.7,,,,,
2021-07-24,61,Northwest Territories,Territoires du Nord-Ouest,27906,2323,25583,,,,,,64.2,5.3,58.8,,,,,,25422,1839,23583,,,,,,76.6,5.5,71.1,,,,,,27803,2288,25515,,,,,,68.4,5.6,62.7,,,,,,27702,2240,25462,,,,,,75.7,6.1,69.6,,,,,
2021-07-24,62,Nunavut,Nunavut,22730,3394,19336,,,,,,57.7,8.6,49.1,,,,,,20065,2486,17579,,,,,,80.3,9.9,70.3,,,,,,22611,3359,19252,,,,,,64.0,9.5,54.5,,,,,,22611,3359,19252,,,,,,76.8,11.4,65.4,,,,,
2021-07-31,1,Canada,Canada,26928633,4169595,22623945,,,,,,70.4,10.9,59.2,,,,,,25086833,3524222,21448133,,,,,,80.9,11.4,69.2,,,,,,26883973,4157462,22597455,,,,,,73.9,11.4,62.1,,,,,,26873485,4151259,22593191,,,,,,80.3,12.4,67.5,,,,,
2021-07-31,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,403456,,268363,,,,,,77.5,,51.6,,,,,,371475,,256997,,,,,,85.1,,58.9,,,,,,395658,,266602,,,,,,79.0,,53.2,,,,,,395635,,266600,,,,,,84.6,,57.0,,,,,
2021-07-31,11,Prince Edward Island,Île-du-Prince-Édouard,124520,44277,80243,,,,,,75.8,26.9,48.8,,,,,,115708,36747,78961,,,,,,86.1,27.3,58.7,,,,,,124384,44214,80170,,,,,,79.1,28.1,51.0,,,,,,124384,44214,80170,,,,,,85.5,30.4,55.1,,,,,
2021-07-31,12,Nova Scotia,Nouvelle-Écosse,736474,119095,617379,,,,,,74.2,12.0,62.2,,,,,,693019,106857,586162,,,,,,83.9,12.9,70.9,,,,,,736471,119093,617378,,,,,,77.5,12.5,64.9,,,,,,736471,119093,617378,,,,,,83.3,13.5,69.8,,,,,
2021-07-31,13,New Brunswick,Nouveau-Brunswick,565140,95545,469595,,,,,,71.6,12.1,59.5,,,,,,530313,85096,445217,,,,,,81.2,13.0,68.1,,,,,,565011,95516,469495,,,,,,74.7,12.6,62.1,,,,,,565011,95516,469495,,,,,,80.5,13.6,66.9,,,,,
2021-07-31,24,Quebec,Québec,6239810,1223578,5016232,,,,,,72.5,14.2,58.3,,,,,,5824958,1004884,4820074,,,,,,83.2,14.3,68.8,,,,,,6239606,1223374,5016232,,,,,,76.3,15.0,61.3,,,,,,6239527,1223295,5016232,,,,,,82.8,16.2,66.6,,,,,
2021-07-31,35,Ontario,Ontario,10485065,1447489,9037576,,,,,,70.7,9.8,61.0,,,,,,9774249,1248066,8526183,,,,,,80.9,10.3,70.6,,,,,,10479733,1445953,9033780,,,,,,74.3,10.2,64.0,,,,,,10479733,1445953,9033780,,,,,,80.4,11.1,69.3,,,,,
2021-07-31,46,Manitoba,Manitoba,958899,109205,849694,,,,,,69.3,7.9,61.4,,,,,,891559,94211,797348,,,,,,83.0,8.8,74.2,,,,,,958798,109138,849660,,,,,,73.7,8.4,65.3,,,,,,958798,109138,849660,,,,,,81.5,9.3,72.2,,,,,
2021-07-31,47,Saskatchewan,Saskatchewan,749397,101360,648037,,,,,,63.5,8.6,54.9,,,,,,692558,85402,607156,,,,,,76.3,9.4,66.9,,,,,,749192,101251,647941,,,,,,67.7,9.1,58.5,,,,,,749157,101222,647935,,,,,,75.1,10.2,65.0,,,,,
2021-07-31,48,Alberta,Alberta,2825516,359966,2465550,,,,,,63.6,8.1,55.5,,,,,,2587747,309276,2278471,,,,,,74.6,8.9,65.7,,,,,,2795134,349951,2445183,,,,,,66.8,8.4,58.4,,,,,,2795134,349951,2445183,,,,,,73.7,9.2,64.5,,,,,
2021-07-31,59,British Columbia,Colombie-Britannique,3757483,661552,3095931,,,,,,72.1,12.7,59.4,,,,,,3529738,547617,2982121,,,,,,81.3,12.6,68.7,,,,,,3757483,661552,3095931,,,,,,75.3,13.3,62.0,,,,,,3747258,655519,3091739,,,,,,80.7,14.1,66.6,,,,,
2021-07-31,60,Yukon,Yukon,31869,2298,29571,,,,,,73.9,5.3,68.6,,,,,,29753,1971,27782,,,,,,85.3,5.7,79.7,,,,,,31730,2257,29473,,,,,,77.6,5.5,72.1,,,,,,31716,2243,29473,,,,,,84.5,6.0,78.5,,,,,
2021-07-31,61,Northwest Territories,Territoires du Nord-Ouest,28084,2118,25966,,,,,,64.6,4.9,59.7,,,,,,25549,1693,23856,,,,,,77.0,5.1,71.9,,,,,,27973,2087,25886,,,,,,68.8,5.1,63.6,,,,,,27861,2039,25822,,,,,,76.2,5.6,70.6,,,,,
2021-07-31,62,Nunavut,Nunavut,22920,3112,19808,,,,,,58.2,7.9,50.3,,,,,,20207,2402,17805,,,,,,80.9,9.6,71.3,,,,,,22800,3076,19724,,,,,,64.5,8.7,55.8,,,,,,22800,3076,19724,,,,,,77.5,10.5,67.0,,,,,
2021-08-07,1,Canada,Canada,27117519,3604433,23513086,,,,,,70.9,9.4,61.5,,,,,,25250215,3066454,22183761,,,,,,81.4,9.9,71.5,,,,,,27078121,3592780,23485341,,,,,,74.5,9.9,64.6,,,,,,27067685,3587953,23479732,,,,,,80.8,10.7,70.1,,,,,
2021-08-07,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,407370,108925,298445,,,,,,78.3,20.9,57.3,,,,,,380431,97465,282966,,,,,,87.2,22.3,64.9,,,,,,405494,108785,296709,,,,,,80.9,21.7,59.2,,,,,,405477,108770,296707,,,,,,86.7,23.3,63.4,,,,,
2021-08-07,11,Prince Edward Island,Île-du-Prince-Édouard,125646,34850,90796,,,,,,76.5,21.2,55.3,,,,,,116737,28343,88394,,,,,,86.8,21.1,65.7,,,,,,125512,34792,90720,,,,,,79.8,22.1,57.7,,,,,,125512,34792,90720,,,,,,86.3,23.9,62.4,,,,,
2021-08-07,12,Nova Scotia,Nouvelle-Écosse,744097,94606,649491,,,,,,75.0,9.5,65.5,,,,,,699488,84945,614543,,,,,,84.7,10.3,74.4,,,,,,744094,94604,649490,,,,,,78.3,10.0,68.3,,,,,,744094,94604,649490,,,,,,84.1,10.7,73.4,,,,,
2021-08-07,13,New Brunswick,Nouveau-Brunswick,569307,86385,482922,,,,,,72.1,10.9,61.2,,,,,,533871,77165,456706,,,,,,81.7,11.8,69.9,,,,,,569169,86351,482818,,,,,,75.3,11.4,63.8,,,,,,569164,86346,482818,,,,,,81.1,12.3,68.8,,,,,
2021-08-07,24,Quebec,Québec,6284824,980308,5304516,,,,,,73.0,11.4,61.6,,,,,,5864785,806984,5057801,,,,,,83.7,11.5,72.2,,,,,,6284612,980096,5304516,,,,,,76.8,12.0,64.8,,,,,,6284534,980018,5304516,,,,,,83.4,13.0,70.4,,,,,
2021-08-07,35,Ontario,Ontario,10553582,1232979,9320603,,,,,,71.2,8.3,62.9,,,,,,9828091,1064527,8763564,,,,,,81.4,8.8,72.6,,,,,,10548305,1231558,9316747,,,,,,74.7,8.7,66.0,,,,,,10548305,1231558,9316747,,,,,,80.9,9.4,71.5,,,,,
2021-08-07,46,Manitoba,Manitoba,965803,97210,868593,,,,,,69.8,7.0,62.8,,,,,,897384,83590,813794,,,,,,83.5,7.8,75.7,,,,,,965704,97144,868560,,,,,,74.2,7.5,66.7,,,,,,965704,97144,868560,,,,,,82.1,8.3,73.9,,,,,
2021-08-07,47,Saskatchewan,Saskatchewan,753471,93181,660290,,,,,,63.9,7.9,56.0,,,,,,695922,79135,616787,,,,,,76.7,8.7,68.0,,,,,,753266,93070,660196,,,,,,68.0,8.4,59.6,,,,,,753231,93042,660189,,,,,,75.6,9.3,66.2,,,,,
2021-08-07,48,Alberta,Alberta,2842134,330323,2511811,,,,,,64.0,7.4,56.5,,,,,,2601378,284702,2316676,,,,,,75.0,8.2,66.8,,,,,,2811086,320872,2490214,,,,,,67.2,7.7,59.5,,,,,,2811086,320872,2490214,,,,,,74.1,8.5,65.7,,,,,
2021-08-07,59,British Columbia,Colombie-Britannique,3787832,538479,3249353,,,,,,72.6,10.3,62.3,,,,,,3556192,453802,3102390,,,,,,81.9,10.5,71.5,,,,,,3787832,538479,3249353,,,,,,75.9,10.8,65.1,,,,,,3777683,533856,3243827,,,,,,81.3,11.5,69.8,,,,,
2021-08-07,60,Yukon,Yukon,32065,2138,29927,,,,,,74.4,5.0,69.4,,,,,,29909,1821,28088,,,,,,85.8,5.2,80.6,,,,,,31939,2096,29843,,,,,,78.1,5.1,73.0,,,,,,31903,2060,29843,,,,,,85.0,5.5,79.5,,,,,
2021-08-07,61,Northwest Territories,Territoires du Nord-Ouest,28268,2021,26247,,,,,,65.0,4.6,60.4,,,,,,25698,1632,24066,,,,,,77.4,4.9,72.5,,,,,,28146,1979,26167,,,,,,69.2,4.9,64.3,,,,,,28030,1937,26093,,,,,,76.6,5.3,71.3,,,,,
2021-08-07,62,Nunavut,Nunavut,23120,3028,20092,,,,,,58.7,7.7,51.0,,,,,,20329,2343,17986,,,,,,81.4,9.4,72.0,,,,,,22962,2954,20008,,,,,,65.0,8.4,56.6,,,,,,22962,2954,20008,,,,,,78.0,10.0,68.0,,,,,
2021-08-14,1,Canada,Canada,27314191,3049188,24265003,,,,,,71.4,8.0,63.4,,,,,,25416675,2616043,22800632,,,,,,82.0,8.4,73.5,,,,,,27274368,3037467,24236901,,,,,,75.0,8.4,66.7,,,,,,27264125,3034134,24229991,,,,,,81.4,9.1,72.4,,,,,
2021-08-14,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,411260,87230,324030,,,,,,79.0,16.8,62.2,,,,,,384190,78518,305672,,,,,,88.1,18.0,70.1,,,,,,409868,87129,322739,,,,,,81.8,17.4,64.4,,,,,,409853,87116,322737,,,,,,87.6,18.6,69.0,,,,,
2021-08-14,11,Prince Edward Island,Île-du-Prince-Édouard,126527,25854,100673,,,,,,77.0,15.7,61.3,,,,,,117493,20635,96858,,,,,,87.4,15.3,72.0,,,,,,126392,25800,100592,,,,,,80.4,16.4,64.0,,,,,,126392,25800,100592,,,,,,86.9,17.7,69.2,,,,,
2021-08-14,12,Nova Scotia,Nouvelle-Écosse,747651,85963,661688,,,,,,75.4,8.7,66.7,,,,,,702559,76944,625615,,,,,,85.0,9.3,75.7,,,,,,747631,85956,661675,,,,,,78.6,9.0,69.6,,,,,,747631,85956,661675,,,,,,84.5,9.7,74.8,,,,,
2021-08-14,13,New Brunswick,Nouveau-Brunswick,573034,78398,494636,,,,,,72.6,9.9,62.7,,,,,,537058,70071,466987,,,,,,82.2,10.7,71.5,,,,,,572862,78320,494542,,,,,,75.8,10.4,65.4,,,,,,572862,78320,494542,,,,,,81.6,11.2,70.5,,,,,
2021-08-14,24,Quebec,Québec,6343431,790260,5553171,,,,,,73.7,9.2,64.5,,,,,,5916439,657111,5259328,,,,,,84.5,9.4,75.1,,,,,,6343228,790057,5553171,,,,,,77.5,9.7,67.9,,,,,,6343148,789977,5553171,,,,,,84.2,10.5,73.7,,,,,
2021-08-14,35,Ontario,Ontario,10624677,1059550,9565127,,,,,,71.7,7.1,64.5,,,,,,9885705,917472,8968233,,,,,,81.9,7.6,74.3,,,,,,10619084,1057899,9561185,,,,,,75.2,7.5,67.7,,,,,,10619084,1057899,9561185,,,,,,81.4,8.1,73.3,,,,,
2021-08-14,46,Manitoba,Manitoba,971605,85604,886001,,,,,,70.2,6.2,64.0,,,,,,902168,73595,828573,,,,,,84.0,6.8,77.1,,,,,,971508,85541,885967,,,,,,74.6,6.6,68.1,,,,,,971508,85541,885967,,,,,,82.6,7.3,75.3,,,,,
2021-08-14,47,Saskatchewan,Saskatchewan,757535,87469,670066,,,,,,64.2,7.4,56.8,,,,,,699270,74597,624673,,,,,,77.1,8.2,68.8,,,,,,757316,87352,669964,,,,,,68.4,7.9,60.5,,,,,,757277,87320,669957,,,,,,76.0,8.8,67.2,,,,,
2021-08-14,48,Alberta,Alberta,2858602,309715,2548887,,,,,,64.3,7.0,57.4,,,,,,2614871,267300,2347571,,,,,,75.4,7.7,67.7,,,,,,2827004,300422,2526582,,,,,,67.6,7.2,60.4,,,,,,2827004,300422,2526582,,,,,,74.6,7.9,66.6,,,,,
2021-08-14,59,British Columbia,Colombie-Britannique,3815915,432363,3383552,,,,,,73.2,8.3,64.9,,,,,,3580574,374293,3206281,,,,,,82.5,8.6,73.9,,,,,,3815915,432363,3383552,,,,,,76.5,8.7,67.8,,,,,,3805973,429238,3376735,,,,,,81.9,9.2,72.7,,,,,
2021-08-14,60,Yukon,Yukon,32168,2008,30160,,,,,,74.6,4.7,69.9,,,,,,29993,1708,28285,,,,,,86.0,4.9,81.1,,,,,,32051,1968,30083,,,,,,78.4,4.8,73.6,,,,,,32007,1924,30083,,,,,,85.2,5.1,80.1,,,,,
2021-08-14,61,Northwest Territories,Territoires du Nord-Ouest,28493,1842,26651,,,,,,65.5,4.2,61.3,,,,,,25885,1502,24383,,,,,,78.0,4.5,73.5,,,,,,28373,1801,26572,,,,,,69.8,4.4,65.3,,,,,,28250,1762,26488,,,,,,77.2,4.8,72.4,,,,,
2021-08-14,62,Nunavut,Nunavut,23293,2932,20361,,,,,,59.1,7.4,51.7,,,,,,20470,2297,18173,,,,,,81.9,9.2,72.7,,,,,,23136,2859,20277,,,,,,65.5,8.1,57.4,,,,,,23136,2859,20277,,,,,,78.6,9.7,68.9,,,,,
2021-08-21,1,Canada,Canada,27524442,2639244,24885198,,,,,,72.0,6.9,65.1,,,,,,25584054,2288709,23295345,,,,,,82.5,7.4,75.1,,,,,,27473209,2617157,24856052,,,,,,75.6,7.2,68.4,,,,,,27462910,2614203,24848707,,,,,,82.0,7.8,74.2,,,,,
2021-08-21,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,413918,64949,348969,,,,,,79.5,12.5,67.0,,,,,,386530,58251,328279,,,,,,88.6,13.4,75.2,,,,,,412573,64877,347696,,,,,,82.4,12.9,69.4,,,,,,412560,64865,347695,,,,,,88.2,13.9,74.3,,,,,
2021-08-21,11,Prince Edward Island,Île-du-Prince-Édouard,127405,18413,108992,,,,,,77.5,11.2,66.3,,,,,,118274,15615,102659,,,,,,88.0,11.6,76.4,,,,,,127262,18352,108910,,,,,,80.9,11.7,69.3,,,,,,127262,18352,108910,,,,,,87.5,12.6,74.9,,,,,
